Id заявки|Id банкомата|SN банкомата|Тип|Модель|Адреса|Місто|Область|Розташування|Локалізація|Опис заявки|Звіт|Стан заявки|Час створення|Час доступа|Плановий час|Фактичний час|Час Принтек|
2666|4633|13-45179904|flm|SelfServ 6626|м. Київ, вул. Хрещатик, 8 (3-й АТМ)|Київ|Київська|Печерське відділення|Принтер чековий|Повторно. Необхідно перевірити роботу чекового принтера. Періодично, декілька разів на день випадає в помилку: M-Status=17. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Осмотр принтера, продувка от пыли, тестирование. Принтер работает.|Заявка закрита|18.02.2019 11:00:49|18.02.2019 11:15:49|18.02.2019 15:15:00|18.02.2019 13:50:30|18.02.2019 15:15:00|
2667|4411|13-45179916|flm|SelfServ 6622|м. Запоріжжя, вул. Сталеварів, 31А|Запоріжжя|Запорізька|Медичне відділення|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Бумага замена.|Заявка закрита|18.02.2019 11:54:07|18.02.2019 12:09:07|18.02.2019 16:09:00|18.02.2019 13:20:19|18.02.2019 16:09:00|
2668|4026|13-45179948|flm|SelfServ 6626|м. Бердянськ, вул. Шевченкa, 4 (3-й АТМ)|Бердянськ|Запорізька|Бердянське відділення|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заменил бумагу|Заявка закрита|18.02.2019 11:56:12|18.02.2019 12:11:12|19.02.2019 08:11:00|18.02.2019 13:15:24|19.02.2019 08:11:00|
2669|4150|13-45179918|atm repair|SelfServ 6626|м. Житомир, вул. Московська, 24Б|Житомир|Житомирська|магазин Біла Ворона|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=18,14. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|18.02.2019 12:09:54|18.02.2019 12:24:54|19.02.2019 11:24:00||19.02.2019 11:24:00|
2670|9806|13-41353554|flm|PersonaS 77|м. Новогродівка, вул. 40 років Жовтня, 46|Новогродівка|Донецька|ЗП-Магазин Росія|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменили. АТМ заработал.|Заявка відхилена|18.02.2019 13:42:00|18.02.2019 13:57:01|19.02.2019 12:57:00||19.02.2019 12:57:00|
2671|4222|13-45167157|flm|SelfServ 6626|м. Київ, пл. Печерська, 1|Київ|Київська|ЗП-с/м  Велика Кишеня|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Нети электроэнергии|Заявка відхилена|18.02.2019 13:57:40|18.02.2019 14:12:40|18.02.2019 18:12:00||18.02.2019 18:12:00|
2672|4382|13-45179964|atm repair|SelfServ 6626|м. Кам'янське, вул. Мурахтова, 4|Кам'янське|Дніпропетровська|Відділення|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=14. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|ТО диспенсера, замена присосок. ТО шаттера диспенсера. Готов к загрузке.|Заявка закрита|18.02.2019 14:34:30|18.02.2019 14:49:30|19.02.2019 17:49:00|19.02.2019 17:45:59|19.02.2019 17:49:00|
2673|4558|13-48383559|atm repair|SelfServ 6626|с. Косарі, вул. Кірова, 1|Косарі|Черкаська|Державне підприємство Косарський спиртзавод|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=12. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Извлек зажатые купюры, чистка механизмов и датчиков диспенсера, чистка ЛВДТ, проверка синхронизации, диагностика, позиционирование второго датчика, заменил присоски - 8 шт., смазка эксцентриков подъема клемпа, тестирование на выдачу по 40 шт. со всех модулей. Слетели настройки на купюры - обязательно необходимо обучить. После обучения на тестовые купюры выключал по питанию - настройки сохраняются. Прочистил куллер сервисной части, оставил запасной рулон бумаги к чековому принтеру. Изъятые купюры 1620 грн. Оставил в сейфе.|Заявка закрита|18.02.2019 15:36:53|18.02.2019 15:51:53|20.02.2019 09:51:00|20.02.2019 10:40:19|20.02.2019 09:51:00|
2674|9898|13-41353867|flm|PersonaS 77|м. Краматорськ, вул. Ордженикидзе, 5 (1-й АТМ)|Краматорськ|Донецька|ЗП-ПАТ НКМЗ|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Необхідно перезавантажити АТМ по живленню. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Перезагрузка системного блока, созвон с реноме. АТМ на связи, но мониторинг не видит.|Заявка закрита|18.02.2019 15:50:28|18.02.2019 16:05:28|19.02.2019 15:05:00|19.02.2019 13:30:03|19.02.2019 15:05:00|
2675|4113|13-45179961|atm repair|SelfServ 6626|м. Харків, пр. Науки, 12 (2-й АТМ)|Харків|Харківська|Наукове відділення|Диспенсер|Повторно! Необхідно відновити роботу диспенсера, невдала інкасація. M-Status=5, 16. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проведена регулировка дэвелов. Проведено многократное тестирование с набором и выдачей из всех пик-модулей кассетой 1-го типа. Сбоев и ошибок нет.|Заявка закрита|18.02.2019 16:03:27|18.02.2019 16:18:27|19.02.2019 15:18:00|19.02.2019 11:35:47|19.02.2019 15:18:00|
2676|4088|13-45179888|flm|SelfServ 6626|м. Житомир, вул. Київська, 64 (2-й АТМ)|Житомир|Житомирська|Корольовське відділення|Кардрідер|Необхідно перевірити роботу кардрідера. M-Status=11, 13, 16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Удалена застрявшая карта, чистка картридера, замена ремня привода роликов картридера, тестирование.|Заявка закрита|18.02.2019 16:32:25|18.02.2019 16:47:25|19.02.2019 08:47:00|18.02.2019 18:00:45||
2677|4411|13-45179916|flm|SelfServ 6622|м. Запоріжжя, вул. Сталеварів, 31А|Запоріжжя|Запорізька|Медичне відділення|Принтер чековий|Необхідно детально перевірити роботу чекового принтера. Поточний стан: періодично виникає помилка M-Status=17. 18.02. було змінено папір. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|чистка . проверка работы|Заявка закрита|19.02.2019 08:19:31|19.02.2019 09:00:00|19.02.2019 13:00:00|19.02.2019 13:30:00|19.02.2019 13:00:00|
2678|4256|13-52671490|flm|SelfServ 6626|м. Сторожинець, вул. Богдана Хмельницького, 5А|Сторожинець|Чернівецька|Сторожинецьке відділення|Принтер чековий|Необхідна заміна паперу чекового принтера. Папір закінчився. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Сброшены ошибки чекового принтера, банкомат работает.|Заявка закрита|19.02.2019 10:53:36|19.02.2019 11:08:36|20.02.2019 10:08:00|20.02.2019 14:45:17|19.02.2019 10:08:00|
2679|4179|13-45179920|flm|SelfServ 6626|м. Краматорськ, вул. Сіверська, 56|Краматорськ|Донецька|ЗП-Branch № 239|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка чекового принтера|Заявка закрита|19.02.2019 11:34:23|19.02.2019 11:49:23|19.02.2019 19:49:00|20.02.2019 10:00:23|19.02.2019 19:49:00|
2680|4113|13-45179961|atm repair|SelfServ 6626|м. Харків, пр. Науки, 12 (2-й АТМ)|Харків|Харківська|Наукове відділення|Диспенсер|ПОВТОРНО! Після ремонтів 18 та 19 лютого повторення помилки M-Status=16. Інкасатори не змогли завантажити АТМ. Комплект касет за їхніми словами замінювався. Необхідно відновити роботу диспенсера. M-Status=16. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произведен сброс ошибки диспенсора возникшей при попытке инкассации банкомата. Согласно лог-файлам снятым с банкомата, ошибка возникла при попытке набрать деньги из 4-пик-модуля. Очевидно, что рекомендации заменить комплект кассет не выполнены. В целях решения проблемы подана заявка на совместную инкассацию. Заявку закрыть.|Заявка закрита|19.02.2019 14:04:59|19.02.2019 14:20:00|20.02.2019 13:20:00|19.02.2019 15:50:03|20.02.2019 13:20:00|
2681|4609|13-45181299|flm|SelfServ 6626|м. Харків, вул. Полтавський Шлях, 146 (2-й АТМ)|Харків|Харківська|ТЦ Атлас|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=31. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Извлечен застрявший чек. Тестовая транзакция с печатью чека.|Заявка закрита|19.02.2019 14:47:21|19.02.2019 15:02:21|19.02.2019 19:02:00|19.02.2019 16:35:55|19.02.2019 19:02:00|
2682|4113|13-45179961|atm repair|SelfServ 6626|м. Харків, пр. Науки, 12 (2-й АТМ)|Харків|Харківська|Наукове відділення|Диспенсер|Небхідно виконати сумісний виїзд з інкасацією  20.02.2019 Контакт Карпенко Алексей 0672194415. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проведена совместная инкассация. Банкомат загружен. Тестовая транзакция со снятием наличных. При проведении инкассации выявлена "не соввсем" исправная кассета номиналом 500 грн, которая устанавливается в 4-ый пик- модуль.|Заявка закрита|19.02.2019 16:14:30|20.02.2019 09:00:00|20.02.2019 17:00:00|20.02.2019 13:00:58|20.02.2019 17:00:00|
2683|4411|13-45179916|atm repair|SelfServ 6622|м. Запоріжжя, вул. Сталеварів, 31А|Запоріжжя|Запорізька|Медичне відділення|Принтер чековий|Повторно! Необхідно відновити роботу чекового принтера. Попередньо проводилася чистка. Поточний стан: пристрій несправний. M-Status=17. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|принтер заменен|Заявка закрита|19.02.2019 16:59:09|19.02.2019 17:14:09|20.02.2019 16:14:00|22.02.2019 17:40:36|20.02.2019 16:14:00|
2684|9912|13-39662726|flm|PersonaS 77|м. Харків, вул. Гагаріна, 20А|Харків|Харківська|Відділення Харківське №6|Принтер чековий|Небхідно виконати заміну . Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произведена замена бумаги. Извлечен застрявший чек. Сброшена ошибка. Тестирование.|Заявка закрита|19.02.2019 17:58:27|19.02.2019 18:13:27|20.02.2019 10:13:00|20.02.2019 09:10:09|20.02.2019 10:13:00|
2685|4576|13-45181321|flm|SelfServ 6626|м. Краматорськ, вул. Південна, 1|Краматорськ|Донецька|Приміщення міськгазу|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменили. АТМ заработал.|Заявка відхилена|19.02.2019 19:58:09|20.02.2019 09:00:09||||
2686|4643|13-45179950|flm|SelfServ 6626|м. Київ, вул. Мельникова, 1|Київ|Київська|Лук'янівський ринок|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Установка нового рулона бумаги чекового принтера. Тестирование.|Заявка закрита|20.02.2019 08:07:58|20.02.2019 09:00:00|20.02.2019 13:00:00|20.02.2019 13:00:09|20.02.2019 13:00:00|
2687|4411|13-45179916|atm repair|SelfServ 6622|м. Запоріжжя, вул. Сталеварів, 31А|Запоріжжя|Запорізька|Медичне відділення|Принтер чековий|Необхідно провести ремонт чекового принтера, при необхідності виконати заміну пристрою. Після проведених робіт 19.02.2019 помилка повторилася. Постійно виникає помилка М-Status 17. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|принтер заменен. проверка работы|Заявка закрита|20.02.2019 08:25:20|20.02.2019 09:00:00|20.02.2019 17:00:00|22.02.2019 17:40:53|20.02.2019 17:00:00|
2688|9945|13-41358016|flm|PersonaS 87|м. Київ, вул. Кирилівська, 127 (3-й АТМ)|Київ|Київська|Відділення Кирилівське|Кардрідер|Необхідно перевірити роботу кардрідера. Отримано інформацію від банку в пристрої застрягла картка, візуально видно самостійно дістати не можуть, також повідомлено, що пристрій погано презентує картки, важко забирати. Необхідно перевірити коректність встановлення накладки. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|20.02.2019 09:40:26|20.02.2019 09:55:26|20.02.2019 13:55:00|||
2689|4594|13-45179930|atm repair|SelfServ 6626|м. Покровськ, пр. Миру, 32 (2-й АТМ)|Покровськ|Донецька|Покровське відділення|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=13. Логи у вкладені. Розвантаження по прибутті. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|ТО диспенсера. Тестирование. АТМ поднят.|Заявка закрита|20.02.2019 10:08:22|20.02.2019 10:23:22|21.02.2019 13:23:00|20.02.2019 12:35:50|21.02.2019 13:23:00|
2690|4633|13-45179904|atm repair|SelfServ 6626|м. Київ, вул. Хрещатик, 8 (3-й АТМ)|Київ|Київська|Печерське відділення|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=13. Необхідно здійснити ремонт шаттера. Банкомат буде розвантажений о 12 00. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произведена замена и тестирование шаттера.|Заявка закрита|20.02.2019 11:05:36|20.02.2019 12:00:00|21.02.2019 11:00:00|20.02.2019 14:00:29|21.02.2019 11:00:00|
2691|4381|13-45167159|flm|SelfServ 6622|с. Яснозір'я, вул. Центральна, 82|Яснозір'я|Черкаська|ЗП-ТОВ Верес|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|20.02.2019 11:37:54|20.02.2019 11:52:54|20.02.2019 19:52:00||20.02.2019 19:52:00|
2692|4440|13-45179971|flm|SelfServ 6626|м. Чудей, вул. Карпатська, 1|Чудей|Чернівецька|Магазин|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Перезагружен атм и оборудование связи. Банкомат работает.|Заявка закрита|20.02.2019 11:45:24|20.02.2019 12:00:24|21.02.2019 08:00:00|20.02.2019 15:40:54|21.02.2019 08:00:00|
2693|4088|13-45179888|atm repair|SelfServ 6626|м. Житомир, вул. Київська, 64 (2-й АТМ)|Житомир|Житомирська|Корольовське відділення|Диспенсер|ПОВТОРНО 29.01.2019 роботи по даній помилці вже виконувалися. Необхідно відновити роботу диспенсера. Не працює 4 пік модуль.. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена присосок и втулки в нижней шахте диспенсера. АТМ протестирован тестовыми купюрами - норма.|Заявка закрита|20.02.2019 11:58:59|20.02.2019 12:13:59|21.02.2019 11:13:00|21.02.2019 09:25:21|21.02.2019 11:13:00|
2694|4359|13-46071661|flm|SelfServ 6622|м. Бахмут, вул. Торгова, 1|Бахмут|Донецька|Торговий дім Астрон|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги. АТМ поднят.|Заявка закрита|20.02.2019 12:39:45|20.02.2019 12:54:45|21.02.2019 09:54:00|21.02.2019 13:30:03|21.02.2019 09:54:00|
2695|4190|13-45167150|atm repair|SelfServ 6626|м. Чернігів, вул. Незалежності, 32|Чернігів|Чернігівська|ЗП-с/м Велика Кишеня|Диспенсер|Необхідно відновити роботу диспенсера. Отримано інформацію від банку: не тестується ні одна касета, АТМ розвантажено. Логи у вкладені. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Технических неполадок не обнаружено! Многократное тестирование, совместная инкассация. В АТМ загружают денег (купюр) в одну кассету больше чем указанно в технических характеристиках (больше чем 2000 листов!). Совместная переинкассация, тестирование. АТМ работает.|Заявка закрита|20.02.2019 13:57:12|20.02.2019 14:12:12|21.02.2019 13:12:00|22.02.2019 16:00:50|21.02.2019 13:12:00|
2696|4144|13-45181327|flm|SelfServ 6626|м. Краматорськ, вул. Ярослава Мудрого, 48Г|Краматорськ|Донецька|Краматорське відділення|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|20.02.2019 14:28:24|20.02.2019 14:43:24|21.02.2019 13:43:00||21.02.2019 13:43:00|
2697|9945|13-41358016|flm|PersonaS 87|м. Київ, вул. Кирилівська, 127 (3-й АТМ)|Київ|Київська|Відділення Кирилівське|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги чекового принтера.|Заявка закрита|20.02.2019 15:53:26|20.02.2019 16:08:26|21.02.2019 08:08:00|21.02.2019 10:30:13|21.02.2019 08:08:00|
2698|4381|13-45167159|flm|SelfServ 6622|с. Яснозір'я, вул. Центральна, 82|Яснозір'я|Черкаська|ЗП-ТОВ Верес|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|20.02.2019 16:20:14|20.02.2019 16:35:14|21.02.2019 12:35:00|||
2699|4416|13-45167154|flm|SelfServ 6622|м. Київ, вул. Мечникова, 3|Київ|Київська|АТ Медінвестпроект|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Осмотр принтера, тестирование. Устройство исправно. Тестовая транзакция с чеком.|Заявка закрита|20.02.2019 16:34:32|20.02.2019 16:49:32|21.02.2019 08:49:00|21.02.2019 12:35:08|21.02.2019 08:49:00|
2700|9943|13-41354243|flm|PersonaS 77|м. Київ, вул. Набережно-Хрещатицька, 1А|Київ|Київська|ЗП-Готель Fairmont|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Установка нового рулона бумаги чекового принтера.|Заявка закрита|20.02.2019 16:39:02|20.02.2019 16:54:02|21.02.2019 08:54:00|21.02.2019 10:00:58|21.02.2019 08:54:00|
2701|4144|13-45181327|flm|SelfServ 6626|м. Краматорськ, вул. Ярослава Мудрого, 48Г|Краматорськ|Донецька|Краматорське відділення|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Извлечение застрявшего чека. Тестирование. АТМ поднят.|Заявка закрита|20.02.2019 18:10:49|21.02.2019 09:00:49|21.02.2019 17:00:00|21.02.2019 15:25:33|21.02.2019 17:00:00|
2702|4643|13-45179950|flm|SelfServ 6626|м. Київ, вул. Мельникова, 1|Київ|Київська|Лук'янівський ринок|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Осмотр принтера, тестирование. Устройство полностью исправно. На мониторинг приходит ошибочный статус.|Заявка закрита|20.02.2019 19:35:09|20.02.2019 19:50:09|21.02.2019 11:50:00|21.02.2019 10:35:11|21.02.2019 11:50:00|
2703|4186|13-45179807|flm|SelfServ 6626|м. Львів, вул. Шевченка, 4|Львів|Львівська|ЗП-Ігрові автомати|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Вилучення чека та стороніх предметів з зовнішньої сторони і тестування АТМ. Реноме по телефону повідомлено.|Заявка закрита|20.02.2019 19:37:59|20.02.2019 19:52:59|21.02.2019 11:52:00|21.02.2019 11:20:59|21.02.2019 11:52:00|
2704|9882|13-41353292|flm|PersonaS 77|м. Ужгород, вул. Швабська, 36 (3-й АТМ)|Ужгород|Закарпатська|Відділення Ужгородське|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Даный банкомат работает от внутренней Ethernet сети банка. Только, после перезагрузи основной CISCO, которая находится в серверной-удалось запустить банкомат в работу. В Реноме отзвонился.|Заявка закрита|21.02.2019 08:01:18|21.02.2019 09:00:00|21.02.2019 13:00:00|21.02.2019 09:15:38|21.02.2019 13:00:00|
2705|4339|13-45181301|flm|SelfServ 6626|м. Охтирка, вул. Батюка, 9 (2-й АТМ)|Охтирка|Сумська|Охтирське відділення|Принтер чековий|Необхідна заміна паперу чекового принтера. Отримано інформацію від банку, що папір закінчується. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Доставка бумаги.|Заявка закрита|21.02.2019 09:11:39|21.02.2019 09:26:39|21.02.2019 17:26:00|21.02.2019 16:20:56|21.02.2019 17:26:00|
2706|4076|13-45179801|flm|SelfServ 6626|с. Дунаївці, вул. Шевченка, 51|Дунаївці|Хмельницька|Дунаєвецьке відділення|Принтер чековий|Необхідна заміна паперу чекового принтера. Поточний стан пристрою: несправний у звязку із відсутністю необхідного паперу. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Доставка та заміна термопаперу. Тестування чекового принтера. Принтер працє в штатному режимі.|Заявка закрита|21.02.2019 09:17:11|21.02.2019 09:32:11|27.02.2019 17:30:00|27.02.2019 16:25:34|21.02.2019 17:32:00|
2707|4052|13-45181306|flm|SelfServ 6626|м. Енергодар, пр. Будівельників, 36 (2-й АТМ)|Енергодар|Запорізька|Енергодарське відділення|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заменил бумагу чекового принтера.|Заявка закрита|21.02.2019 10:17:07|21.02.2019 10:32:07|21.02.2019 18:32:00|21.02.2019 12:35:25|21.02.2019 18:32:00|
2708|4204|13-45179870|atm repair|SelfServ 6626|м. Ужгород, вул. Минайська, 29А|Ужгород|Закарпатська|Магазин  Євро сезони|Диспенсер|Необхідно відновити роботу диспенсера. 2 та 3 пік модулі несправні. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Неисправен не только 2 и 3 пик-модули - неисправен весь механизм диспенсера (расстянутые ремни, полуслетевшие ремни LVDT cенсора, полусломанные пик-армы). В итоге на блоке пик-модулей заменили присоски 8 шт. (желтые), прочистили фильтра, провели небольшое ТО диспенсера. По договоренности с офисом и Реноме было принято решение про запуск банкомата в работу до тех пор пока мы не получим запчасти для полной ренновации диспенсера банкомата. Итог -запускаем банкомат только на 1 инкассацию.|Заявка закрита|21.02.2019 10:30:18|21.02.2019 10:45:18|22.02.2019 09:45:00|21.02.2019 12:30:51||
2709|9861|13-41353524|flm|PersonaS 77|м. Київ, пров. Красноармійський, 18|Київ|Київська|Київгаз|Лицева панель|Необхідна діагностика роботи кнопки СОП. Інкасатори не можуть вийти з режиму СОП|На плате Operator panel вышел из строя переключатель режимов Normal/Supervisor. Необходима замена переключателя или всей платы.|Заявка закрита|21.02.2019 11:40:28|21.02.2019 11:55:28|21.02.2019 15:55:00|21.02.2019 14:05:56||
2710|4150|13-45179918|atm repair|SelfServ 6626|м. Житомир, вул. Московська, 24Б|Житомир|Житомирська|Магазин Біла Ворона|Диспенсер|Необхідно відновити роботу АТМ після вандалізму, необхідна заміна шатера, банком погоджено оплату робіт.Про результат виконання робіт необхідно звітуватися за номером 0673641820.|!Замена шаттера. Прошу проверить оплату за восстановительные работы после вандализма.|Заявка закрита|21.02.2019 11:43:07|21.02.2019 13:00:00|22.02.2019 12:00:00|21.02.2019 12:40:22||
2711|4555|13-45167149|atm repair|SelfServ 6622|м. Енергодар, пр. Будівельників, 45|Енергодар|Запорізька|с/м Сільпо|Диспенсер|Необхідно відновити роботу диспенсера.Помилка з 4 слотом. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заменил пикарм на 4 пикмодуле, протестировал работу диспенсера. Требуется обучение на деньги.|Заявка закрита|21.02.2019 12:50:20|21.02.2019 13:05:20|22.02.2019 16:05:00|22.02.2019 16:00:03|22.02.2019 16:05:00|
2712|4393|13-46071667|atm repair|SelfServ 6622|м. Нікополь, пр. Трубникiв, 56 (2-й АТМ)|Нікополь|Дніпропетровська|ЗАТ НЗСТ ЮтіСТ|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=12, інкасація повідомила пор порваний ремінь. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заменен призентер (получен с Днепра), тестирование, готов к загрузке. Оператор МЦ RENOME-SMART оповещен.|Заявка закрита|21.02.2019 14:00:02|21.02.2019 14:15:02|22.02.2019 17:15:00|25.02.2019 14:00:19|22.02.2019 17:15:00|
2713|9861|13-41353524|atm repair|PersonaS 77|м. Київ, пров. Красноармійський, 18|Київ|Київська|Київгаз|Диспенсер|Необхідно провести ремонт плати панелі оператора, вийшов із ладу перемикач, при необхідності виконати заміну плати. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|плата заменена, для дальнейшего ремонта необходима разгрузка банкомата и доступ в сейфовую часть.|Заявка закрита|21.02.2019 14:05:01|21.02.2019 14:20:01|22.02.2019 13:20:00|21.02.2019 15:50:41|22.02.2019 13:20:00|
2714|4337|13-45179887|flm|SelfServ 6626|м. Київ, вул. Велика Васильківська, 19|Київ|Київська|Кінотеатр Київ|Кардрідер|Необхідно перевірити роботу кардрідера. M-Status 12, вилучає картки клієнтів, ймовірно недозадвинута СЧ. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произвел чистку картридера, тест, и сбросил счётчик изятых карт.|Заявка закрита|21.02.2019 14:31:30|21.02.2019 14:46:30|21.02.2019 18:46:00|21.02.2019 17:00:26|21.02.2019 18:46:00|
2715|4631|13-45181315|flm|SelfServ 6626|м. Переяслав-Хмельницький, вул. Богдана Хмельницького, 69|Переяслав-Хмельницький|Київська|Магазин|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|21.02.2019 14:35:51|21.02.2019 14:50:51|22.02.2019 10:50:00||22.02.2019 10:50:00|
2716|4306|13-49011905|flm|SelfServ 6622|смт. Жденієво, вул. Шевченка, 257|Жденієво|Закарпатська|Готель Рейкарц Карпати|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Причина поломки: не было стабильного сигнала от вышки мобильной связи Киевстар. На 09:00 утра 22.02.2019  связь с банкоматом восстановилась. (Совместный мониторинг банкомата с Радиоконнект еще с 16:30; 21.02.2019).|Заявка закрита|21.02.2019 15:35:14|21.02.2019 15:50:14|22.02.2019 11:50:00|22.02.2019 09:10:54|22.02.2019 11:50:00|
2717|4440|13-45179971|flm|SelfServ 6626|м. Чудей, вул. Карпатська, 1|Чудей|Чернівецька|Магазин|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|21.02.2019 15:58:52|21.02.2019 16:13:52|22.02.2019 12:13:00||22.02.2019 12:13:00|
2718|4582|13-45181289|flm|SelfServ 6626|м. Харків, вул. Різдвяна, 29Б|Харків|Харківська|Центральний ринок|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Бумаги нет в наличии. Банк не предоставил.|Заявка закрита|21.02.2019 16:03:53|21.02.2019 16:18:54|22.02.2019 08:18:00|21.02.2019 16:25:34|22.02.2019 08:18:00|
