Id заявки|Id банкомата|SN банкомата|Тип|Модель|Адреса|Місто|Область|Розташування|Локалізація|Опис заявки|Звіт|Стан заявки|Час створення|Час доступа|Плановий час|Фактичний час|
2951|4222|13-45167157|flm|SelfServ 6626|м. Київ, пл. Печерська, 1|Київ|Київська|с/м Велика Кишеня|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги чекового принтера.|Заявка закрита|16.03.2019 10:26:19|16.03.2019 10:41:19|16.03.2019 15:41:00|17.03.2019 10:20:57||
2952|9861|13-41353524|flm|PersonaS 77|м. Київ, пров. Красноармійський, 18|Київ|Київська|Київгаз|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|16.03.2019 10:31:48|16.03.2019 10:46:48|16.03.2019 15:46:00|||
2953|4135|13-45179922|flm|SelfServ 6626|м. Костянтинівка, пр. Ломоносова, 99 (2-й АТМ)|Костянтинівка|Донецька|Відділення Костянтинівське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16.Логи у вкладенні.  Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменили. АТМ заработал.|Заявка відхилена|16.03.2019 12:41:14|18.03.2019 09:00:00|18.03.2019 18:00:00|||
2954|9947|13-41354240|flm|PersonaS 77|м. Бердянськ, пр. Східний, 97|Бердянськ|Запорізька|Бердянськводоканал БМР|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|16.03.2019 13:58:36|18.03.2019 09:00:00|18.03.2019 18:00:00|||
2955|9912|13-39662726|flm|PersonaS 77|м. Харків, вул. Гагаріна, 20А|Харків|Харківська|Відділення Харківське №6|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Ложный вызов. Нет доступа к Банкомату. Торговый центр, где установлен АТМ - закрыт. Фото прилагается.|Заявка закрита|17.03.2019 09:30:32|18.03.2019 09:00:00|18.03.2019 13:00:00|18.03.2019 10:35:30||
2956|4442|13-45179926|flm|SelfServ 6626|м. Нововолинськ, бул. Шевченка, 11|Нововолинськ|Волинська|Відділення Нововолинське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Лог файл додано до заявки. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|17.03.2019 13:08:37|18.03.2019 09:00:00|18.03.2019 17:00:00|||
2957|4289|13-48383557|atm repair|SelfServ 6626|м. Чернівці, вул. Незалежності, 89|Чернівці|Чернівецька|Магазин Колос|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Лог файл в заявці. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Очищен чековый принтер, установлена новая катушка бумаги. Банкомат работает.|Заявка закрита|17.03.2019 15:23:57|18.03.2019 09:00:00|18.03.2019 17:00:00|18.03.2019 19:20:21|18.03.2019 17:00:00|
2958|4609|13-45181299|flm|SelfServ 6626|м. Харків, вул. Полтавський Шлях, 146 (2-й АТМ)|Харків|Харківська|ТЦ Атлас|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=9, 16 та 17. Лог файл додано до заявки. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Извлечен застрявший чек. Сброс ошибки. Тестовая транзакция с печатью чека.|Заявка закрита|17.03.2019 15:47:52|18.03.2019 09:00:00|18.03.2019 13:00:00|18.03.2019 10:45:48||
2959|4107|13-45179871|flm|SelfServ 6626|м. Чорноморськ, вул. Данченка, 9/80Н (2-й АТМ)|Чорноморськ|Одеська|Відділення Чорноморське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Лог файл додано до заявки. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|На момент подъезда ошибок по принтеру не было. Проведена чистка принтера, замена бумаги.|Заявка закрита|17.03.2019 16:00:14|18.03.2019 09:00:00|18.03.2019 17:00:00|18.03.2019 10:00:50||
2960|9821|13-41353561|flm|PersonaS 77|м. Одеса, вул. Дворянська, 32|Одеса|Одеська|Одеське училище|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменили. АТМ заработал.|Заявка відхилена|17.03.2019 17:19:53|18.03.2019 09:00:00|18.03.2019 13:00:00|||
2961|9875|13-41353569|flm|PersonaS 77|м. Київ, пр. Правди, 85|Київ|Київська|Київспецтранс|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Перезагрузка АТМ, диагностика.|Заявка закрита|17.03.2019 17:58:50|18.03.2019 09:00:00|18.03.2019 13:00:00|18.03.2019 13:40:30|18.03.2019 13:00:00|
2962|9948|13-41376383|flm|PersonaS 77|м. Луцьк, пр. Волі, 7 (3-й АТМ)|Луцьк|Волинська|Відділення Луцьке|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Завісання ПЗ системного блока. Перезавантажив банкомат по живленю. АТМ працює. Повідомив ініціатора заявки про закінчення роботи.|Заявка закрита|18.03.2019 08:00:02|18.03.2019 09:00:00|18.03.2019 13:00:00|18.03.2019 12:05:18|18.03.2019 13:00:00|
2963|4033|13-45179802|flm|SelfServ 6626|м. Львів, вул. Зелена, 204 (2-й АТМ)|Львів|Львівська|Відділення Львівське №11|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Чистка датчиків та тестуванея чекового принтера.|Заявка закрита|18.03.2019 09:10:33|18.03.2019 09:25:33|18.03.2019 13:25:00|18.03.2019 13:20:07|18.03.2019 13:25:00|
2964|4442|13-45179926|flm|SelfServ 6626|м. Нововолинськ, бул. Шевченка, 11|Нововолинськ|Волинська|Відділення Нововолинське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Постійне повторення помилки. Логи у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Почистив чековий принтер. При тестуванні помилок в роботі принтера не виявлено. Повідомив ініціатору заявки про закіньчення роботи.|Заявка закрита|18.03.2019 09:25:34|18.03.2019 09:40:34|18.03.2019 17:40:00|18.03.2019 14:05:04|18.03.2019 17:40:00|
2965|4358|13-49011432|flm|SelfServ 6622|с. Єлизаветівка, вул. Індустріальна, 9А|Єлизаветівка|Дніпропетровська|Завод Мега Пак|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Неуспешно. В здании отсутствует электропитание (ведутся ремонтные работы). Планируемое время включения электропитания - 17:00. Информация передана оператору МЦ RENOME-SMART.|Заявка закрита|18.03.2019 10:45:19|18.03.2019 11:00:19|19.03.2019 10:00:00|18.03.2019 11:10:50||
2966|4570|13-45181309|atm repair|SelfServ 6626|м. Харків, вул. Полтавський Шлях, 155|Харків|Харківська|Магазин ГОССОН|Диспенсер|Необхідно відновити роботу диспенсера. M-Status=18. Логи у вкладені. Банкомат розвантажений. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Проведена замена присосок, чистка всех дачтиков диспенсера. Проведено тестирование. Сбоев и ошибок в работе нет. Банкомат готов к загрузке.|Заявка закрита|18.03.2019 14:29:57|18.03.2019 14:44:57|19.03.2019 13:44:00|18.03.2019 17:00:02|19.03.2019 13:44:00|
2967|4412|13-45181311|flm|SelfServ 6622|м. Полтава, пр. Першотравневий, 27|Полтава|Полтавська|Гуртожиток № 4 ПНТУ ім.Ю.Кондратюка|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|По прибытию выявлено ,что ошибок по принтеру нет и принтер работает . Необходимо через несколько дней повторно выставить заявку на профилактику верхней части АТМ. Причина - проведение ремонта здания . система вентиляторов затянула внутрь строительную пыль . Сейчас там работать не удобно и нецелесообразно. Строительные козлы стоят над АТМ . Работы закончатся через несколько дней.Тогда и есть смысл провести чистку верхней части.|Заявка закрита|18.03.2019 15:32:25|18.03.2019 15:47:25|18.03.2019 19:47:00|19.03.2019 11:30:33|18.03.2019 19:47:00|
2968|9859|13-41353526|flm|PersonaS 77|м. Київ, вул. Червонопрапорна, 34|Київ|Київська|ПАТ Корчуватський комбінат будівельних матеріалів|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги чек-принтера, диагностика.|Заявка закрита|18.03.2019 15:53:57|18.03.2019 16:08:57|19.03.2019 08:08:00|19.03.2019 13:00:44|19.03.2019 08:08:00|
2969|2836|13-41376425|flm|PersonaS 77|м. Черкаси, вул. Шевченка, 183|Черкаси|Черкаська|Укртелеком|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|18.03.2019 16:31:57|18.03.2019 16:46:57|19.03.2019 08:46:00|||
2970|4135|13-45179922|flm|SelfServ 6626|м. Костянтинівка, пр. Ломоносова, 99 (2-й АТМ)|Костянтинівка|Донецька|Відділення Костянтинівське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|18.03.2019 16:34:19|18.03.2019 16:49:20|19.03.2019 15:49:00||19.03.2019 15:49:00|
2971|4063|13-48383099|flm|SelfServ 6626|м. Городок, вул. Грушевського, 80|Городок|Хмельницька|Відділення Городоцьке|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|18.03.2019 17:53:06|18.03.2019 18:08:06|19.03.2019 14:08:00|||
2972|4529|13-45179867|flm|SelfServ 6626|м. Київ, вул. Бориспільська, 9|Київ|Київська|с/м Велика Кишеня|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги в чек-принтере, диагностика.|Заявка закрита|19.03.2019 08:55:52|19.03.2019 09:10:53|19.03.2019 13:10:00|19.03.2019 12:20:15|19.03.2019 13:10:00|
2973|4219|13-45179970|flm|SelfServ 6626|м. Лисичанськ, вул. Шкільна, 4|Лисичанськ|Луганська|Відділення Лисичанське|Системний блок|Необхідно перевірити роботу АТМ, системного блоку. Циклічний ребут. На екрані System Freeze. результат виконання робіт необхідно звітуватися за номером 0673641820.|После отключения электроэнергии (банкомат без ИБП) банкомат перестал загружаться. Вышла из строя ЕРР-клавиатура. Необходима замена, заказал ЕРР-клавиатуру. Отзвонился на мониторинг 0673641820.|Заявка закрита|19.03.2019 09:03:34|19.03.2019 09:18:34|19.03.2019 17:18:00|19.03.2019 14:30:21|19.03.2019 17:18:00|
2974|4289|13-48383557|flm|SelfServ 6626|м. Чернівці, вул. Незалежності, 89|Чернівці|Чернівецька|Магазин Колос|Принтер чековий|Повторно!!!Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. Помилка повторилась після проведення робіт 19.03.2019 Було очищено чековий принтер, установлена нова катушка бумаги. Логи у вкладенні . Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Повторно очищены сенсоры транспорта чекового принтера, банкомат работает, ошибок нет.|Заявка закрита|19.03.2019 12:39:09|19.03.2019 12:54:10|19.03.2019 16:54:00|19.03.2019 15:00:56|19.03.2019 16:54:00|
2975|9979|13-41376356|flm|PersonaS 77|м. Київ, вул. Рибальська, 22|Київ|Київська|Альфа Страхування|Кардрідер|Необхідно перевірити роботу кардрідера. Поточний стан: за зверненням банку не приймає клієнтські картки. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена ЕРР-клавиатуры. Введены криптоключи. Банкомат проинкассирован. Отзвонился на мониторинг  0673641820.|Заявка закрита|19.03.2019 14:23:55|19.03.2019 14:38:55|20.03.2019 17:39:00|21.03.2019 14:00:56|19.03.2019 18:38:00|
2976|4219|13-45179970|atm repair|SelfServ 6626|м. Лисичанськ, вул. Шкільна, 4|Лисичанськ|Луганська|Відділення Лисичанське|Клавіатура ЕРР|Небхідно виконати заміну EPP клавіатури, за повідомленням сервісного інженера - остання вийшла з ладу. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|19.03.2019 14:24:15|19.03.2019 14:39:15|20.03.2019 17:39:00||20.03.2019 17:39:00|
2977|2836|13-41376425|flm|PersonaS 77|м. Черкаси, вул. Шевченка, 183|Черкаси|Черкаська|Укртелеком|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|19.03.2019 19:21:47|19.03.2019 19:36:47|20.03.2019 11:36:00|||
2978|4135|13-45179922|flm|SelfServ 6626|м. Костянтинівка, пр. Ломоносова, 99 (2-й АТМ)|Костянтинівка|Донецька|Відділення Костянтинівське|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=16. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|ТО принтера. Замена бумаги. Тестирование. АТМ поднят.|Заявка закрита|19.03.2019 19:31:28|19.03.2019 19:46:28|20.03.2019 17:00:00|20.03.2019 16:15:40|20.03.2019 17:00:00|
2979|9953|13-41376359|flm|PersonaS 77|м. Маріуполь, бул. 50 років СРСР, 77|Маріуполь|Донецька|Магазин Брусничка|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|19.03.2019 19:56:37|19.03.2019 20:11:37|20.03.2019 17:00:00|||
2980|9908|13-40821775|flm|PersonaS 77|м. Вугледар, вул. 30 років Перемоги, 10|Вугледар|Донецька|Аптека Арніка|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнена замена бумаги чекового принтера. Тестирование принтера (ок). АТМ в сервисе. Про результат виконання робіт звітовано за номером 0673641820.|Заявка закрита|20.03.2019 08:47:14|20.03.2019 09:02:14|20.03.2019 17:02:00|20.03.2019 12:15:06|20.03.2019 17:02:00|
2981|4315|13-45167164|flm|SelfServ 6622|м. Харків, вул. Чкалова, 17 (3-й АТМ)|Харків|Харківська|Авіаційний університет (центральна прохідна)|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнена замена бумаги.|Заявка закрита|20.03.2019 09:34:28|20.03.2019 09:49:28|20.03.2019 13:49:00|20.03.2019 14:15:01|20.03.2019 13:49:28|
2982|4289|13-48383557|flm|SelfServ 6626|м. Чернівці, вул. Незалежності, 89|Чернівці|Чернівецька|Магазин Колос|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Атм заработал|Заявка відхилена|20.03.2019 10:53:39|20.03.2019 11:08:39|20.03.2019 15:08:00||20.03.2019 15:08:00|
2983|4643|13-45179950|flm|SelfServ 6626|м. Київ, вул. Мельникова, 1|Київ|Київська|Лук'янівський ринок|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменил координатор.|Заявка відхилена|20.03.2019 12:14:31|20.03.2019 12:29:31|20.03.2019 16:29:00||20.03.2019 16:29:00|
2984|4099|13-45179965|flm|SelfServ 6626|м. Харків, пр. Гагаріна, 244 (2-й АТМ)|Харків|Харківська|Відділення Харківське №27|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ заработал|Заявка відхилена|20.03.2019 12:15:12|20.03.2019 12:30:12|20.03.2019 16:30:00||20.03.2019 16:30:00|
2985|4289|13-48383557|flm|SelfServ 6626|м. Чернівці, вул. Незалежності, 89|Чернівці|Чернівецька|Магазин Колос|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=17. Помилка повторилась від 19.03.2019. Прохання провести детальну діагностика чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Устранено замятие, проведены тесты чекового принтера. Банкомат работает.|Заявка закрита|20.03.2019 12:20:34|20.03.2019 12:35:35|20.03.2019 16:35:00|20.03.2019 16:00:49|20.03.2019 16:35:00|
2986|9948|13-41376383|flm|PersonaS 77|м. Луцьк, пр. Волі, 7 (3-й АТМ)|Луцьк|Волинська|Відділення Луцьке|Диспенсер|Необхідно перевірити роботу банкомата. Поточний стан: згідно звернення відділення не видає готівку. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Тест роботи АТМ, зняв логи. Наступонго разу необхідна заявка на ремонт.|Заявка закрита|20.03.2019 13:43:30|20.03.2019 13:58:30|20.03.2019 17:58:00|21.03.2019 12:20:00|20.03.2019 17:58:00|
2987|4529|13-45179867|flm|SelfServ 6626|м. Київ, вул. Бориспільська, 9|Київ|Київська|с/м Велика Кишеня|Принтер чековий|Необхідно перевірити роботу чекового принтера. Поточний стан: пристрій несправний. M-Status=31. Про результат виконання робіт необхідно звітуватися за номером 0673641820.||Заявка прийнята в роботу|20.03.2019 16:37:39|20.03.2019 16:52:39|21.03.2019 08:52:00||21.03.2019 08:52:00|
2988|9951|13-41354242|flm|PersonaS 77|смт. Великий Бичків, вул. Промислова, 39|Великий Бичків|Закарпатська|ДП Великобичківське лісомисливське господарство|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|20.03.19 пропала напруга в загалі в селі. Відновили електро постачання 21.03.19, з ранку.  Виконано включення УПС, після підзарядки стартували АТМ. Звязок піднявся. Банкомат в роботі. ПЦ повідомив.|Заявка закрита|20.03.2019 17:32:46|20.03.2019 17:47:46|21.03.2019 16:47:00|21.03.2019 10:50:12|21.03.2019 16:47:00|
2989|4001|13-45179919|flm|SelfServ 6626|м. Київ, вул. Ділова, 3 (2-й АТМ)|Київ|Київська|Головний офіс Альфи|Монітор користувацький|Необхідно завантажити нові картинки на банкомат, які в подальшому будуть використовуватися на постійній основі. Для банкоматів моделі NCR 66хх каталог C:\Program Files\NCR APTRA\Advance NDC\Media. Картинки у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменил координатор. В заявці вказаний некоректний архів із картинками, буде створено нову.|Заявка відхилена|21.03.2019 11:21:54|21.03.2019 11:36:54|21.03.2019 15:36:00|||
2990|4315|13-45167164|flm|SelfServ 6622|м. Харків, вул. Чкалова, 17 (3-й АТМ)|Харків|Харківська|Авіаційний університет (центральна прохідна)|Монітор користувацький|Необхідно завантажити нові картинки на банкомат, які в подальшому будуть використовуватися на постійній основі. Для банкоматів моделі NCR 66хх каталог C:\Program Files\NCR APTRA\Advance NDC\Media. Картинки у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменил координатор. В заявці вказаний некоректний архів із картинками, буде створено нову.|Заявка відхилена|21.03.2019 11:32:20|21.03.2019 11:47:20|21.03.2019 15:47:00|||
2991|4345|13-52671500|flm|SelfServ 6626|м. Хмельницький, вул. Курчатова, 8|Хмельницький|Хмельницька|Хмелницькобленерго|Кардрідер|Необхідно перевірити роботу кардрідера. В журналі постійна помилка CHIP NOT ATTEMPTED.Тривалий час відсутні транзакції. При потребі виконати заміну пристрою. Також необхідно виконати тетсову транзакцію . Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Тестирование работы картридера. Проблем в работе картридера не обнаружено.|Заявка закрита|21.03.2019 11:36:49|21.03.2019 11:51:49|21.03.2019 15:51:00|22.03.2019 09:30:38|21.03.2019 15:51:00|
2992|4264|13-45179903|flm|SelfServ 6626|м. Долинська, вул. Соборності України, 17 (2-й АТМ)|Долинська|Кіровоградська|Відділення Долинське|Комунікаційне обладнання|Необхідно забрати мережеве обладнання у звязку з демонтажем банкомата. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Демонтовано обладнання зв"язку. Про результат виконання робіт повідомив за номером 0673641820.|Заявка закрита|21.03.2019 11:58:31|22.03.2019 14:00:00|23.03.2019 10:00:00|21.03.2019 18:00:03|23.03.2019 10:00:00|
2993|4295|13-45167170|flm|SelfServ 6622|м. Енергодар, вул. Козацька, 19|Енергодар|Запорізька|ТЦ Дар|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заявку отменил координатор.|Заявка відхилена|21.03.2019 12:05:38|21.03.2019 12:20:38|22.03.2019 08:20:00|||
2994|4001|13-45179919|flm|SelfServ 6626|м. Київ, вул. Ділова, 3 (2-й АТМ)|Київ|Київська|Головний офіс Альфи|Монітор користувацький|Необхідно завантажити нові картинки на банкомати, які в подальшому будуть використовуватися на постійній основі. Для банкоматів моделі NCR 66хх каталог C:\Program Files\NCR APTRA\Advance NDC\Media. Актуальні картинки у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Копіювання картинок на жорсткий диск АТМ.|Заявка закрита|21.03.2019 12:06:25|21.03.2019 12:21:25|21.03.2019 16:21:00|22.03.2019 11:50:07|21.03.2019 16:21:00|
2995|4315|13-45167164|flm|SelfServ 6622|м. Харків, вул. Чкалова, 17 (3-й АТМ)|Харків|Харківська|Авіаційний університет (центральна прохідна)|Монітор користувацький|Необхідно завантажити нові картинки на банкомати, які в подальшому будуть використовуватися на постійній основі. Для банкоматів моделі NCR 66хх каталог C:\Program Files\NCR APTRA\Advance NDC\Media. Актуальні картинки у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Выполнена подливка актуальных экранов.|Заявка закрита|21.03.2019 12:07:43|21.03.2019 12:22:43|21.03.2019 16:22:00|22.03.2019 13:50:21|21.03.2019 16:22:00|
2996|3754|13-41841789|flm|PersonaS 77|м. Львів, вул. Городоцька, 226Б|Львів|Львівська|ПАТ Київстар|Монітор користувацький|Необхідно завантажити нові картинки на банкомати, які в подальшому будуть використовуватися на постійній основі. Для банкоматів моделі NCR каталог C:\SSDS\DLL\. Картинки у вкладенні.  Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Заливка актуальних екранів. Реноме проінформоване по телефону.|Заявка закрита|21.03.2019 12:15:26|21.03.2019 12:30:26|21.03.2019 16:30:00|21.03.2019 14:15:24|21.03.2019 16:30:00|
2997|9842|13-41353528|flm|PersonaS 77|м. Краматорськ, завод Енергомашспецсталь (3-й АТМ)|Краматорськ|Донецька|Завод Енергомашспецсталь|Монітор користувацький|Необхідно завантажити нові картинки на банкомати, які в подальшому будуть використовуватися на постійній основі. Для банкоматів моделі NCR каталог C:\SSDS\DLL\. Актуальні картинки у вкладенні.  Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Загрузка актуальных экранов, созвон с Реноме.|Заявка закрита|21.03.2019 12:24:16|21.03.2019 12:39:17|22.03.2019 11:39:00|22.03.2019 11:20:01|22.03.2019 11:39:00|
2998|9850|13-41353516|flm|PersonaS 77|м. Новогродівка, вул. Степова, 1 (1-й АТМ)|Новогродівка|Донецька|ГП Селидіввугілля|Монітор користувацький|Необхідно завантажити нові картинки на банкомати, які в подальшому будуть використовуватися на постійній основі. Для банкоматів моделі NCR каталог C:\SSDS\DLL\. Актуальні картинки у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Завантаженi нові картинки на банкомат, які в подальшому будуть використовуватися на постійній основі. Про результат виконання робіт звітовано за номером 0673641820.|Заявка закрита|21.03.2019 12:25:04|21.03.2019 12:40:04|22.03.2019 11:40:00|22.03.2019 11:25:15|22.03.2019 11:40:00|
2999|9988|13-41376403|flm|PersonaS 77|м. Новогродівка, вул. Степова, 1 (2-й АТМ)|Новогродівка|Донецька|ГП Селидіввугілля|Монітор користувацький|Необхідно завантажити нові картинки на банкомати, які в подальшому будуть використовуватися на постійній основі. Для банкоматів моделі NCR каталог C:\SSDS\DLL\. Актуальні картинки у вкладенні. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Завантаженi нові картинки на банкомат, які в подальшому будуть використовуватися на постійній основі. Про результат виконання робіт звітовано за номером 0673641820.|Заявка закрита|21.03.2019 12:26:25|21.03.2019 12:41:25|22.03.2019 11:41:00|22.03.2019 11:00:46|22.03.2019 11:41:00|
3000|4420|13-45181323|flm|SelfServ 6626|м. Київ, вул. Преображенська, 5/2|Київ|Київська|Інститут Будівельних конструкцій|Комунікаційне обладнання|Необхідно перевірити мережеве обладнання, зв'язок відсутній. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|АТМ не запускается. Не стартует загрузка операционной системы. Возможно необходима переинсталляция.|Заявка закрита|22.03.2019 07:53:17|22.03.2019 09:00:00|22.03.2019 13:00:00|22.03.2019 12:15:06|22.03.2019 13:00:00|
3001|4295|13-45167170|flm|SelfServ 6622|м. Енергодар, вул. Козацька, 19|Енергодар|Запорізька|ТЦ Дар|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги чекового принтера.|Заявка закрита|22.03.2019 09:01:01|22.03.2019 09:16:01|22.03.2019 17:16:00|22.03.2019 12:45:35|22.03.2019 17:16:00|
3002|2832|13-41376421|flm|PersonaS 77|м. Дніпро, вул. Варварівська, 28|Дніпро|Дніпропетровська|Хлібозавод № 10|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена бумаги чекового принтера.|Заявка закрита|22.03.2019 10:11:17|22.03.2019 10:26:17|22.03.2019 14:26:00|22.03.2019 11:15:13|22.03.2019 14:26:00|
3003|4099|13-45179965|flm|SelfServ 6626|м. Харків, пр. Гагаріна, 244 (2-й АТМ)|Харків|Харківська|Відділення Харківське №27|Принтер чековий|Необхідна заміна паперу чекового принтера. Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Произведена замена бумаги.|Заявка закрита|22.03.2019 10:11:48|22.03.2019 10:26:48||22.03.2019 14:00:10|22.03.2019 14:26:00|
3004|4345|13-52671500|atm repair|SelfServ 6626|м. Хмельницький, вул. Курчатова, 8|Хмельницький|Хмельницька|Хмелницькобленерго|Монітор користувацький|Небхідно виконати заміну монітору . Про результат виконання робіт необхідно звітуватися за номером 0673641820.|Замена пользовательского мониора. АТМ работает в штатном режиме. Отзвонился в "Реноме".|Заявка закрита|22.03.2019 10:43:36|22.03.2019 10:58:36|25.03.2019 09:58:00|25.03.2019 09:50:43|25.03.2019 09:58:00|
